stem,img_path,direction,edge,xmin,ymin,xmax,ymax,bbox_w,bbox_h,cx,cy,xmin_norm,ymin_norm,xmax_norm,ymax_norm,bbox_w_norm,bbox_h_norm,cx_norm,cy_norm,aspect_ratio,offscreen_dist
image_1314,../data/train_data/train_data/image_1314.png,0,left,-274.0982437133789,221.0311164855957,-190.22052526474,412.24860095977783,83.87771844863892,191.21748447418213,-232.15938448905945,316.63985872268677,-0.3806920051574707,0.4604814926783244,-0.26419517397880554,0.8588512519995372,0.11649683117866516,0.39836975932121277,-0.3224435895681381,0.6596663723389308,2.279717283813232,190.22052526474
image_1315,../data/train_data/train_data/image_1315.png,0,left,-287.4646782875061,222.43690872192383,-147.21167922019958,438.0331304073334,140.25299906730652,215.59622168540955,-217.33817875385284,330.2350195646286,-0.39925649762153625,0.463410226504008,-0.20446066558361053,0.9125690216819445,0.19479583203792572,0.44915879517793655,-0.3018585816025734,0.6879896240929763,1.5371950911505736,147.21167922019958
image_1316,../data/train_data/train_data/image_1316.png,0,left,-317.5661873817444,222.5769557952881,-175.78309535980225,444.57467341423035,141.78309202194214,221.99771761894226,-246.67464137077332,333.5758146047592,-0.44106414914131165,0.4637019912401835,-0.24414318799972534,0.9261972362796466,0.1969209611415863,0.46249524503946304,-0.3426036685705185,0.694949613759915,1.5657559336100966,175.78309535980225
image_1317,../data/train_data/train_data/image_1317.png,0,right,831.3695240020752,222.1509494781494,907.9830265045166,399.05316972732544,76.6135025024414,176.90222024917603,869.6762752532959,310.6020596027374,1.1546798944473267,0.46281447807947795,1.2610875368118286,0.8313607702652613,0.10640764236450195,0.3685462921857834,1.2078837156295776,0.6470876241723696,2.3090214449279194,111.3695240020752
image_1318,../data/train_data/train_data/image_1318.png,0,left,-248.65139722824097,219.05918502807617,-205.5688977241516,402.39236974716187,43.082499504089355,183.3331847190857,-227.1101474761963,310.725777387619,-0.34534916281700134,0.45637330214182537,-0.28551235795021057,0.8383174369732539,0.05983680486679077,0.38194413483142853,-0.31543076038360596,0.6473453695575396,4.255398057897821,205.5688977241516
image_1319,../data/train_data/train_data/image_1319.png,1,right,785.3780937194824,225.25690460205078,880.7056903839111,384.630567073822,95.32759666442871,159.37366247177124,833.0418920516968,304.9437358379364,1.0908029079437256,0.46928521792093914,1.2232023477554321,0.8013136814037959,0.13239943981170654,0.33202846348285675,1.1570026278495789,0.6352994496623675,1.67185230770893,65.37809371948242
image_132,../data/train_data/train_data/image_132.png,1,right,819.3251609802246,224.4482078552246,858.1046676635742,358.2509412765503,38.77950668334961,133.80273342132568,838.7149143218994,291.34957456588745,1.1379516124725342,0.46760043303171794,1.1918120384216309,0.7463561276594798,0.05386042594909668,0.27875569462776184,1.1648818254470825,0.6069782803455989,3.450346455252235,99.32516098022461
image_1320,../data/train_data/train_data/image_1320.png,1,right,810.2786064147949,226.31127738952637,913.2371520996094,387.1118893623352,102.95854568481445,160.80061197280884,861.7578792572021,306.7115833759308,1.1253869533538818,0.4714818278948466,1.2683849334716797,0.8064831028381984,0.14299798011779785,0.33500127494335175,1.1968859434127808,0.6389824653665225,1.5617995660609416,90.27860641479492
image_1321,../data/train_data/train_data/image_1321.png,0,left,-248.78591537475586,221.02219009399414,-159.53787803649902,402.8704824447632,89.24803733825684,181.84829235076904,-204.16189670562744,311.94633626937866,-0.3455359935760498,0.46046289602915447,-0.2215803861618042,0.8393135050932566,0.1239556074142456,0.3788506090641022,-0.283558189868927,0.6498882005612056,2.037560687878773,159.53787803649902
image_1322,../data/train_data/train_data/image_1322.png,1,left,-172.02433347702026,222.16139221191406,-95.23271083831787,390.71876668930054,76.79162263870239,168.55737447738647,-133.62852215766907,306.4400794506073,-0.23892268538475037,0.46283623377482097,-0.13226765394210815,0.8139974306027095,0.10665503144264221,0.3511611968278885,-0.18559516966342926,0.6384168321887652,2.194996910931725,95.23271083831787
image_1324,../data/train_data/train_data/image_1324.png,1,right,825.9284591674805,221.29567527770996,892.7721977233887,397.7627124786377,66.8437385559082,176.46703720092773,859.3503284454346,309.5291938781738,1.147122859954834,0.4610326568285624,1.2399613857269287,0.8286723176638285,0.09283852577209473,0.3676396608352661,1.1935421228408813,0.6448524872461955,2.639993528389057,105.92845916748047
image_1325,../data/train_data/train_data/image_1325.png,1,left,-194.8423147201538,221.7653980255127,-138.40101957321167,389.53212881088257,56.44129514694214,167.76673078536987,-166.62166714668274,305.64876341819763,-0.2706143260002136,0.4620112458864848,-0.19222363829612732,0.8115252683560054,0.0783906877040863,0.34951402246952057,-0.23141898214817047,0.6367682571212451,2.972411075057676,138.40101957321167
image_1326,../data/train_data/train_data/image_1326.png,0,right,846.6652393341064,223.7374153137207,964.711103439331,409.71038722991943,118.04586410522461,185.97297191619873,905.6881713867188,316.72390127182007,1.1759239435195923,0.46611961523691814,1.3398765325546265,0.8535633067289988,0.16395258903503418,0.3874436914920807,1.2579002380371094,0.6598414609829585,1.575429798628309,126.66523933410645
image_1327,../data/train_data/train_data/image_1327.png,0,left,-197.2762370109558,219.5783176422119,-137.2873020172119,398.0497159957886,59.9889349937439,178.47139835357666,-167.28176951408386,308.81401681900024,-0.2739947736263275,0.45745482842127483,-0.19067680835723877,0.8292702416578929,0.08331796526908875,0.37181541323661804,-0.23233579099178314,0.6433625350395838,2.9750719590569332,137.2873020172119
image_1328,../data/train_data/train_data/image_1328.png,0,right,864.4981956481934,222.5784149169922,939.090986251831,385.251437664032,74.5927906036377,162.6730227470398,901.7945909500122,303.9149262905121,1.2006919384002686,0.46370503107706706,1.3042930364608765,0.8026071618000666,0.10360109806060791,0.3389021307229996,1.2524924874305725,0.6331560964385669,2.1808142775007893,144.49819564819336
image_133,../data/train_data/train_data/image_133.png,0,left,-193.43072175979614,228.6614933013916,-109.37205076217651,360.0552954673767,84.05867099761963,131.3938021659851,-151.40138626098633,294.35839438438416,-0.2686537802219391,0.47637811104456584,-0.1519056260585785,0.7501151988903682,0.1167481541633606,0.2737370878458023,-0.2102797031402588,0.613246654967467,1.5631201469947809,109.37205076217651
image_1330,../data/train_data/train_data/image_1330.png,0,right,807.8925132751465,225.85028076171875,888.9151382446289,381.3152422904968,81.02262496948242,155.46496152877808,848.4038257598877,303.5827615261078,1.1220729351043701,0.47052141825358074,1.2346043586730957,0.7944067547718684,0.11253142356872559,0.32388533651828766,1.178338646888733,0.6324640865127246,1.9187845566264328,87.89251327514648
image_1332,../data/train_data/train_data/image_1332.png,0,left,-315.5829620361328,222.98199081420898,-180.15891551971436,430.1944818496704,135.42404651641846,207.21249103546143,-247.87093877792358,326.5882363319397,-0.4383096694946289,0.4645458141962687,-0.25022071599960327,0.89623850385348,0.18808895349502563,0.4316926896572113,-0.3442651927471161,0.6803921590248744,1.5301011627232652,180.15891551971436
image_1333,../data/train_data/train_data/image_1333.png,1,right,826.6407680511475,220.19558334350586,867.4334335327148,392.48435401916504,40.79266548156738,172.28877067565918,847.0371007919312,306.33996868133545,1.148112177848816,0.4587407986323039,1.2047686576843262,0.8176757375399272,0.056656479835510254,0.3589349389076233,1.176440417766571,0.6382082680861155,4.223523239821378,106.64076805114746
image_1334,../data/train_data/train_data/image_1334.png,1,left,-227.38532066345215,218.83925819396973,-154.59621906280518,412.0890917778015,72.78910160064697,193.2498335838318,-190.99076986312866,315.4641749858856,-0.31581294536590576,0.45591512123743694,-0.21471697092056274,0.8585189412037532,0.10109597444534302,0.4026038199663162,-0.26526495814323425,0.657217031220595,2.6549281325669516,154.59621906280518
image_1336,../data/train_data/train_data/image_1336.png,0,left,-168.46904397010803,224.54519653320312,-138.8955545425415,355.1894178390503,29.57348942756653,130.64422130584717,-153.68229925632477,289.8673071861267,-0.2339847832918167,0.4678024927775065,-0.19291049242019653,0.7399779538313548,0.04107429087162018,0.27217546105384827,-0.21344763785600662,0.6038902233044307,4.4176126603467,138.8955545425415
image_1338,../data/train_data/train_data/image_1338.png,1,right,827.5094604492188,223.43011283874512,884.4735717773438,377.6734676361084,56.964111328125,154.24335479736328,855.9915161132812,300.55179023742676,1.1493186950683594,0.46547940174738567,1.2284355163574219,0.7868197242418925,0.0791168212890625,0.32134032249450684,1.1888771057128906,0.6261495629946391,2.7077286242365797,107.50946044921875
image_134,../data/train_data/train_data/image_134.png,1,right,813.2795906066895,224.41665077209473,919.3812561035156,396.3532009124756,106.10166549682617,171.93655014038086,866.3304233551025,310.38492584228516,1.1295549869537354,0.4675346891085307,1.2769184112548828,0.8257358352343241,0.14736342430114746,0.35820114612579346,1.203236699104309,0.6466352621714274,1.6204887014287632,93.27959060668945
image_1340,../data/train_data/train_data/image_1340.png,0,left,-179.27241325378418,226.43149757385254,-107.36466407775879,371.71193981170654,71.90774917602539,145.280442237854,-143.31853866577148,299.07171869277954,-0.24898946285247803,0.4717322866121928,-0.1491175889968872,0.774399874607722,0.09987187385559082,0.3026675879955292,-0.19905352592468262,0.6230660806099574,2.020372545415337,107.36466407775879
image_1341,../data/train_data/train_data/image_1341.png,0,right,885.7230949401855,216.65189170837402,948.8871002197266,422.77935767173767,63.164005279541016,206.12746596336365,917.305097579956,319.71562469005585,1.2301709651947021,0.4513581077257792,1.3178987503051758,0.8807903284827868,0.08772778511047363,0.4294322207570076,1.274034857749939,0.666074218104283,3.263369145941872,165.72309494018555
image_1342,../data/train_data/train_data/image_1342.png,0,left,-162.26259469985962,222.84480476379395,-127.53373861312866,369.1058340072632,34.72885608673096,146.26102924346924,-144.89816665649414,295.97531938552856,-0.22536471486091614,0.4642600099245707,-0.17713019251823425,0.7689704875151316,0.048234522342681885,0.3047104775905609,-0.2012474536895752,0.6166152487198512,4.211513010339318,127.53373861312866
image_1343,../data/train_data/train_data/image_1343.png,1,left,-272.8749203681946,220.53035163879395,-154.38642740249634,444.71991324424744,118.48849296569824,224.1895616054535,-213.63067388534546,332.6251324415207,-0.3789929449558258,0.4594382325808207,-0.21442559361457825,0.9264998192588488,0.16456735134124756,0.4670615866780281,-0.296709269285202,0.6929690259198348,1.8920787664195806,154.38642740249634
image_1344,../data/train_data/train_data/image_1344.png,1,left,-155.08564710617065,226.9007625579834,-99.18551445007324,348.80576038360596,55.90013265609741,121.90499782562256,-127.13558077812195,287.8532614707947,-0.2153967320919037,0.47270992199579875,-0.13775765895843506,0.7266786674658458,0.07763907313346863,0.253968745470047,-0.17657719552516937,0.5996942947308223,2.1807640167080273,99.18551445007324
image_1346,../data/train_data/train_data/image_1346.png,1,left,-204.88195180892944,225.69240951538086,-98.97096991539001,399.4832172393799,105.91098189353943,173.79080772399902,-151.92646086215973,312.58781337738037,-0.2845582664012909,0.47019251982371013,-0.1374596804380417,0.8322567025820414,0.1470985859632492,0.3620641827583313,-0.2110089734196663,0.6512246112028758,1.6409139507241248,98.97096991539001
image_1347,../data/train_data/train_data/image_1347.png,0,left,-223.52742433547974,220.07439041137695,-168.3892321586609,401.15794563293457,55.13819217681885,181.08355522155762,-195.9583282470703,310.61616802215576,-0.31045475602149963,0.4584883133570353,-0.23387393355369568,0.8357457200686137,0.07658082246780396,0.37725740671157837,-0.27216434478759766,0.6471170167128245,3.284176504025618,168.3892321586609
image_1348,../data/train_data/train_data/image_1348.png,1,left,-267.0562434196472,222.93521308898926,-170.67463517189026,406.23098278045654,96.38160824775696,183.29576969146729,-218.86543929576874,314.5830979347229,-0.37091144919395447,0.46444836060206096,-0.23704810440540314,0.8463145474592845,0.13386334478855133,0.3818661868572235,-0.3039797767996788,0.6553814540306727,1.9017712302568166,170.67463517189026
image_1349,../data/train_data/train_data/image_1349.png,1,right,855.4968738555908,219.07400512695312,995.7325458526611,451.9950761795044,140.2356719970703,232.92107105255127,925.614709854126,335.53454065322876,1.1881901025772095,0.456404177347819,1.3829618692398071,0.9416564087073008,0.19477176666259766,0.4852522313594818,1.2855759859085083,0.6990302930275599,1.6609259807833863,135.49687385559082
image_135,../data/train_data/train_data/image_135.png,0,right,851.0604572296143,224.5610752105713,894.285306930542,364.9518361091614,43.224849700927734,140.3907608985901,872.6728820800781,294.75645565986633,1.1820284128189087,0.46783557335535686,1.2420629262924194,0.7603163252274195,0.06003451347351074,0.2924807518720627,1.212045669555664,0.6140759492913882,3.2479178498005714,131.06045722961426
image_1351,../data/train_data/train_data/image_1351.png,1,right,823.7564277648926,226.43438720703125,911.0078716278076,381.4632716178894,87.25144386291504,155.02888441085815,867.3821496963501,303.9488294124603,1.144106149673462,0.4717383066813151,1.2652887105941772,0.7947151492039363,0.12118256092071533,0.32297684252262115,1.2046974301338196,0.6332267279426257,1.776805947812526,103.75642776489258
image_1354,../data/train_data/train_data/image_1354.png,1,left,-218.50677967071533,227.4101676940918,-135.8881115913391,373.545361995697,82.61866807937622,146.13519430160522,-177.19744563102722,300.4777648448944,-0.3034816384315491,0.4737711826960246,-0.18873348832130432,0.7782195041577021,0.11474815011024475,0.30444832146167755,-0.2461075633764267,0.6259953434268634,1.7687914571704937,135.8881115913391
image_1355,../data/train_data/train_data/image_1355.png,1,right,807.8786087036133,223.65699195861816,846.535120010376,362.1799840927124,38.656511306762695,138.52299213409424,827.2068643569946,292.9184880256653,1.122053623199463,0.4659520665804545,1.1757432222366333,0.7545416335264842,0.05368959903717041,0.28858956694602966,1.148898422718048,0.6102468500534693,3.583432323595652,87.87860870361328
image_1356,../data/train_data/train_data/image_1356.png,0,left,-198.16417694091797,223.3232250213623,-152.96132683753967,371.4110674858093,45.202850103378296,148.08784246444702,-175.56275188922882,297.3671462535858,-0.27522802352905273,0.4652567187945048,-0.21244628727436066,0.7737730572621028,0.06278173625469208,0.30851633846759796,-0.2438371554017067,0.6195148880283038,3.2760731264903025,152.96132683753967
image_1358,../data/train_data/train_data/image_1358.png,0,right,860.7126331329346,223.5664119720459,992.2540855407715,428.59362506866455,131.5414524078369,205.02721309661865,926.483359336853,326.0800185203552,1.1954342126846313,0.46576335827509563,1.3781306743621826,0.8929033855597178,0.18269646167755127,0.4271400272846222,1.286782443523407,0.6793333719174067,1.5586509753666338,140.71263313293457
image_136,../data/train_data/train_data/image_136.png,0,right,847.8905582427979,224.62710762023926,928.3951091766357,374.5409908294678,80.50455093383789,149.91388320922852,888.1428337097168,299.5840492248535,1.1776257753372192,0.46797314087549846,1.2894376516342163,0.7802937308947245,0.11181187629699707,0.3123205900192261,1.2335317134857178,0.6241334358851115,1.8621789882715352,127.89055824279785
image_1360,../data/train_data/train_data/image_1360.png,0,left,-317.7667737007141,222.59984397888184,-177.13758945465088,438.1066586971283,140.62918424606323,215.50681471824646,-247.4521815776825,330.35325133800507,-0.4413427412509918,0.46374967495600383,-0.24602442979812622,0.9127222056190173,0.1953183114528656,0.44897253066301346,-0.343683585524559,0.6882359402875106,1.5324473072471752,177.13758945465088
image_1362,../data/train_data/train_data/image_1362.png,0,left,-141.81945204734802,225.94958686828613,-103.17088007926941,349.3810405731201,38.64857196807861,123.43145370483398,-122.49516606330872,287.6653137207031,-0.19697146117687225,0.4707283059755961,-0.1432928889989853,0.7278771678606669,0.05367857217788696,0.2571488618850708,-0.17013217508792877,0.5993027369181315,3.193687306397269,103.17088007926941
image_1363,../data/train_data/train_data/image_1363.png,0,right,827.8851413726807,223.36476707458496,868.4389400482178,369.11398792266846,40.55379867553711,145.7492208480835,848.1620407104492,296.2393774986267,1.1498404741287231,0.4653432647387187,1.2061651945114136,0.7689874748388926,0.05632472038269043,0.30364421010017395,1.1780028343200684,0.6171653697888057,3.593972096527728,107.88514137268066
image_1364,../data/train_data/train_data/image_1364.png,1,left,-237.36451148986816,215.18029594421387,-156.3809609413147,443.03762459754944,80.98355054855347,227.85732865333557,-196.87273621559143,329.10896027088165,-0.3296729326248169,0.44829228321711223,-0.2171957790851593,0.9229950512448947,0.11247715353965759,0.47470276802778244,-0.2734343558549881,0.6856436672310035,2.8136248301032976,156.3809609413147
image_1366,../data/train_data/train_data/image_1366.png,0,right,865.0307750701904,214.59453010559082,916.2198543548584,436.3416292667389,51.18907928466797,221.74709916114807,890.6253147125244,325.46807968616486,1.2014316320419312,0.4470719377199809,1.2725275754928589,0.9090450609723727,0.07109594345092773,0.4619731232523918,1.236979603767395,0.6780584993461768,4.33192200875481,145.03077507019043
image_1367,../data/train_data/train_data/image_1367.png,0,right,822.1604919433594,223.69993591308594,874.4699192047119,372.4942936897278,52.30942726135254,148.79435777664185,848.3152055740356,298.09711480140686,1.1418895721435547,0.4660415331522624,1.2145415544509888,0.7760297785202662,0.07265198230743408,0.30998824536800385,1.1782155632972717,0.6210356558362643,2.8445036691612695,102.16049194335938
image_1368,../data/train_data/train_data/image_1368.png,1,left,-194.9605679512024,226.53211975097656,-99.76853013038635,386.62645959854126,95.19203782081604,160.0943398475647,-147.36454904079437,306.5792896747589,-0.2707785665988922,0.47194191614786785,-0.13856740295886993,0.8054717908302943,0.13221116364002228,0.33352987468242645,-0.20467298477888107,0.6387068534890811,1.6818038936083812,99.76853013038635
image_1369,../data/train_data/train_data/image_1369.png,1,right,782.3390865325928,225.52589797973633,880.1782608032227,383.0825819969177,97.83917427062988,157.5566840171814,831.2586736679077,304.304239988327,1.086582064628601,0.46984562079111736,1.2224698066711426,0.7980887124935786,0.1358877420425415,0.32824309170246124,1.1545259356498718,0.633967166642348,1.6103639998163597,62.33908653259277
image_137,../data/train_data/train_data/image_137.png,0,left,-154.6054244041443,225.31569862365723,-126.38639688491821,349.65258026123047,28.219027519226074,124.33688163757324,-140.49591064453125,287.48413944244385,-0.21472975611686707,0.46940770546595256,-0.17553666234016418,0.7284428755442302,0.03919309377670288,0.2590351700782776,-0.19513320922851562,0.5989252905050914,4.406136304763179,126.38639688491821
image_1370,../data/train_data/train_data/image_1370.png,0,left,-244.096941947937,227.21229934692383,-143.3696722984314,382.1357407569885,100.72726964950562,154.9234414100647,-193.7333071231842,304.6740200519562,-0.33902353048324585,0.473358956972758,-0.1991245448589325,0.7961161265770594,0.13989898562431335,0.32275716960430145,-0.2690740376710892,0.6347375417749087,1.5380486530523672,143.3696722984314
image_1371,../data/train_data/train_data/image_1371.png,1,right,822.0474529266357,227.12203407287598,895.0145244598389,366.91210174560547,72.96707153320312,139.7900676727295,858.5309886932373,297.0170679092407,1.1417325735092163,0.4731709043184916,1.2430757284164429,0.7644002119700114,0.10134315490722656,0.2912293076515198,1.1924041509628296,0.6187855581442515,1.9157966016097967,102.04745292663574
image_1372,../data/train_data/train_data/image_1372.png,0,right,814.993371963501,225.10950469970703,847.7499675750732,352.38279724121094,32.756595611572266,127.2732925415039,831.3716697692871,288.746150970459,1.1319352388381958,0.4689781347910563,1.177430510520935,0.7341308275858561,0.04549527168273926,0.2651526927947998,1.1546828746795654,0.6015544811884562,3.8854249095574738,94.99337196350098
image_1373,../data/train_data/train_data/image_1373.png,0,right,824.7639083862305,225.6204833984375,907.9336738586426,372.8149428367615,83.16976547241211,147.19445943832397,866.3487911224365,299.2177131175995,1.145505428314209,0.4700426737467448,1.261018991470337,0.7766977975765864,0.11551356315612793,0.3066551238298416,1.203262209892273,0.6233702356616656,1.7698073164237698,104.76390838623047
image_1374,../data/train_data/train_data/image_1374.png,1,left,-255.94722032546997,215.72369003295898,-139.18530821800232,448.1637444496155,116.76191210746765,232.4400544166565,-197.56626427173615,331.94371724128723,-0.3554822504520416,0.4494243542353312,-0.19331292808055878,0.9336744676033656,0.16216932237148285,0.48425011336803436,-0.2743975892663002,0.6915494109193484,1.9907181222136778,139.18530821800232
image_1375,../data/train_data/train_data/image_1375.png,1,right,802.2665691375732,225.3048553466797,835.0277137756348,352.2743215560913,32.76114463806152,126.96946620941162,818.647141456604,288.7895884513855,1.114259123802185,0.4693851153055827,1.1597607135772705,0.7339048365751902,0.04550158977508545,0.26451972126960754,1.1370099186897278,0.6016449759403865,3.8756114174930247,82.26656913757324
image_1377,../data/train_data/train_data/image_1377.png,0,left,-198.58839511871338,226.89801597595215,-118.52789998054504,370.43919229507446,80.06049513816833,143.54117631912231,-158.5581475496292,298.6686041355133,-0.27581721544265747,0.4727041999499003,-0.16462208330631256,0.7717483172814051,0.11119513213634491,0.2990441173315048,-0.22021964937448502,0.6222262586156527,1.7929089255743307,118.52789998054504
image_1378,../data/train_data/train_data/image_1378.png,1,right,839.5954513549805,213.9020767211914,913.4343910217285,453.5470720529556,73.83893966674805,239.64499533176422,876.5149211883545,333.7245743870735,1.166104793548584,0.4456293265024821,1.2686588764190674,0.9448897334436576,0.1025540828704834,0.49926040694117546,1.2173818349838257,0.6952595299730698,3.2455097054932893,119.59545135498047
image_1379,../data/train_data/train_data/image_1379.png,0,right,838.8723278045654,222.02294731140137,873.5125637054443,376.2236728668213,34.640235900878906,154.20072555541992,856.1924457550049,299.1233100891113,1.1651004552841187,0.46254780689875286,1.2132118940353394,0.7837993184725444,0.0481114387512207,0.3212515115737915,1.189156174659729,0.6231735626856486,4.451491785352059,118.87232780456543
image_1380,../data/train_data/train_data/image_1380.png,1,left,-282.2197151184082,221.55531311035156,-189.2833399772644,412.1453466415405,92.9363751411438,190.59003353118896,-235.7515275478363,316.85032987594604,-0.3919718265533447,0.4615735689798991,-0.26289352774620056,0.8586361388365428,0.12907829880714417,0.3970625698566437,-0.32743267714977264,0.6601048539082209,2.0507582014226093,189.2833399772644
image_1381,../data/train_data/train_data/image_1381.png,0,right,848.4448528289795,221.4632740020752,917.0674324035645,398.99632120132446,68.62257957458496,177.53304719924927,882.756142616272,310.22979760169983,1.1783956289291382,0.46138182083765666,1.2737047672271729,0.8312423358360926,0.09530913829803467,0.369860514998436,1.2260501980781555,0.6463120783368747,2.5870937568922336,128.4448528289795
image_1382,../data/train_data/train_data/image_1382.png,1,left,-184.43628787994385,224.26089668273926,-124.87300872802734,374.6983542442322,59.563279151916504,150.43745756149292,-154.6546483039856,299.4796254634857,-0.25616151094436646,0.46721020142237346,-0.17343473434448242,0.7806215713421504,0.08272677659988403,0.3134113699197769,-0.21479812264442444,0.6239158863822619,2.525674538129462,124.87300872802734
image_1383,../data/train_data/train_data/image_1383.png,0,right,856.6633987426758,221.69899368286133,907.3639297485352,383.94340658187866,50.700531005859375,162.24441289901733,882.0136642456055,302.82120013237,1.1898102760314941,0.4618729035059611,1.2602276802062988,0.7998820970455806,0.07041740417480469,0.33800919353961945,1.2250189781188965,0.6308775002757708,3.200053523705048,136.66339874267578
image_1384,../data/train_data/train_data/image_1384.png,1,right,799.6430683135986,226.50396728515625,847.0694160461426,347.3923578262329,47.426347732543945,120.88839054107666,823.3562421798706,286.9481625556946,1.1106153726577759,0.47188326517740886,1.176485300064087,0.7237340788046519,0.06586992740631104,0.25185081362724304,1.1435503363609314,0.5978086719910304,2.5489711167053053,79.64306831359863
image_1385,../data/train_data/train_data/image_1385.png,1,left,-270.16878604888916,222.87962341308594,-139.1345179080963,440.2210190296173,131.03426814079285,217.34139561653137,-204.65165197849274,331.5503212213516,-0.3752344250679016,0.4643325487772624,-0.1932423859834671,0.9171271229783694,0.1819920390844345,0.452794574201107,-0.28423840552568436,0.6907298358778159,1.6586607358542562,139.1345179080963
image_1386,../data/train_data/train_data/image_1386.png,1,right,832.091703414917,219.87048530578613,894.3509674072266,404.19495010375977,62.25926399230957,184.32446479797363,863.2213354110718,312.03271770477295,1.155682921409607,0.4580635110537211,1.2421541213989258,0.8420728127161662,0.08647119998931885,0.38400930166244507,1.1989185214042664,0.6500681618849437,2.9605949858440646,112.09170341491699
image_1387,../data/train_data/train_data/image_1387.png,1,right,792.1984577178955,219.84067344665527,901.0122871398926,422.45651268959045,108.81382942199707,202.61583924293518,846.605372428894,321.14859306812286,1.1002756357192993,0.45800140301386516,1.251405954360962,0.8801177347699801,0.1511303186416626,0.42211633175611496,1.1758407950401306,0.6690595688919226,1.8620412526532746,72.19845771789551
image_1388,../data/train_data/train_data/image_1388.png,1,left,-182.70952463150024,227.2838249206543,-85.43203175067902,377.760507106781,97.27749288082123,150.4766821861267,-134.07077819108963,302.52216601371765,-0.25376322865486145,0.47350796858469646,-0.11865559965372086,0.7870010564724604,0.1351076290011406,0.313493087887764,-0.18620941415429115,0.6302545125285784,1.5468807606964343,85.43203175067902
image_1389,../data/train_data/train_data/image_1389.png,1,right,817.2926044464111,221.70508766174316,859.7705554962158,381.55468130111694,42.47795104980469,159.84959363937378,838.5315799713135,301.62988448143005,1.1351286172866821,0.46188559929529827,1.194125771522522,0.7949055860439936,0.058997154235839844,0.3330199867486954,1.164627194404602,0.628395592669646,3.7631192109984966,97.29260444641113
image_1390,../data/train_data/train_data/image_1390.png,1,left,-245.83992719650269,214.76653480529785,-174.37373399734497,446.71074891090393,71.46619319915771,231.94421410560608,-210.10683059692383,330.7386418581009,-0.34144434332847595,0.44743028084437053,-0.24218574166297913,0.9306473935643832,0.09925860166549683,0.48321711272001266,-0.29181504249572754,0.6890388372043769,3.2455095720467133,174.37373399734497
image_1391,../data/train_data/train_data/image_1391.png,1,left,-167.06717133522034,227.9510726928711,-85.10244190692902,362.31125497817993,81.96472942829132,134.36018228530884,-126.08480662107468,295.1311638355255,-0.2320377379655838,0.4748980681101481,-0.11819783598184586,0.7548151145378749,0.11383990198373795,0.27991704642772675,-0.17511778697371483,0.6148565913240115,1.6392438945687835,85.10244190692902
image_1392,../data/train_data/train_data/image_1392.png,0,left,-302.27768182754517,220.4349365234375,-190.71830034255981,436.44847774505615,111.55938148498535,216.01354122161865,-246.4979910850525,328.4417071342468,-0.4198301136493683,0.4592394510904948,-0.2648865282535553,0.909267661968867,0.154943585395813,0.4500282108783722,-0.3423583209514618,0.6842535565296809,1.9363099574973142,190.71830034255981
image_1394,../data/train_data/train_data/image_1394.png,1,left,-258.7115263938904,221.07205772399902,-123.48604917526245,447.3336651325226,135.22547721862793,226.26160740852356,-191.09878778457642,334.2028614282608,-0.35932156443595886,0.460566786924998,-0.17150840163230896,0.9319451356927554,0.1878131628036499,0.4713783487677574,-0.2654149830341339,0.6962559613088767,1.6732172964914853,123.48604917526245
image_1395,../data/train_data/train_data/image_1395.png,0,right,852.141752243042,220.84972763061523,1009.3144798278809,461.0487403869629,157.17272758483887,240.19901275634766,930.7281160354614,340.94923400878906,1.1835302114486694,0.4601035992304484,1.4018256664276123,0.960518209139506,0.21829545497894287,0.5004146099090576,1.2926779389381409,0.7103109041849772,1.5282486755006066,132.141752243042
image_1397,../data/train_data/train_data/image_1397.png,0,right,836.1926078796387,220.09782218933105,877.8432369232178,391.6408386230469,41.6506290435791,171.54301643371582,857.0179224014282,305.86933040618896,1.1613786220550537,0.45853712956110637,1.2192267179489136,0.8159184137980143,0.05784809589385986,0.35738128423690796,1.1903026700019836,0.6372277716795604,4.118617662514296,116.19260787963867
image_1398,../data/train_data/train_data/image_1398.png,1,right,815.3493118286133,226.14184761047363,911.0365390777588,379.8649969100952,95.68722724914551,153.72314929962158,863.192925453186,303.0034222602844,1.132429599761963,0.47112884918848674,1.2653285264968872,0.791385410229365,0.13289892673492432,0.3202565610408783,1.198879063129425,0.6312571297089259,1.606516916822818,95.34931182861328
image_1399,../data/train_data/train_data/image_1399.png,1,left,-322.4147415161133,223.44290161132812,-196.24995946884155,434.0813567638397,126.16478204727173,210.6384551525116,-259.3323504924774,328.7621291875839,-0.4477982521057129,0.46550604502360027,-0.2725693881511688,0.9043361599246661,0.17522886395454407,0.4388301149010658,-0.36018382012844086,0.6849211024741332,1.6695503430869405,196.24995946884155
image_14,../data/train_data/train_data/image_14.png,1,right,818.8780689239502,225.51774406433105,917.5978660583496,383.8893475532532,98.71979713439941,158.37160348892212,868.2379674911499,304.7035458087921,1.1373306512832642,0.46982863346735637,1.2744414806365967,0.7997694740692775,0.13711082935333252,0.3299408406019211,1.2058860659599304,0.6347990537683169,1.6042537372044166,98.8780689239502
